case_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
13609,1,0,1,0,2609,2003,2,3851.3025,0,1,0
13620,1,2,1,1,2310,1997,2,1372.1987499999998,0,1,1
13631,2,0,0,0,1272,1899,4,13.237554166666667,0,1,1
13642,4,3,1,0,1479,2000,1,3807.460833333333,0,1,0
13653,1,2,0,0,15671,2001,1,6471.6154166666665,0,1,0
13664,3,0,0,0,443,2006,2,2764.3937499999997,0,1,1
13676,5,3,1,0,869,1984,1,1428.9220833333331,0,1,0
13687,1,3,0,0,271,1999,1,3477.7304166666668,0,1,0
13698,3,3,1,0,3044,2011,2,3036.492083333333,0,1,0
13709,1,0,1,0,964,1996,1,4067.450833333334,0,1,0
13720,2,3,1,0,607,1968,4,1185.6154166666668,0,1,0
13731,3,0,0,0,600,1990,2,1486.1425,0,1,1
13742,3,3,1,0,36,1943,4,5579.343333333333,0,1,0
13753,1,0,1,0,2782,1968,4,2925.7920833333333,0,1,0
13764,2,3,0,1,4057,2013,4,3657.6408333333334,0,1,0
13775,2,3,0,0,1719,1978,2,2246.08625,0,1,0
13787,1,3,0,0,264,1993,1,1332.60125,0,1,0
13798,5,3,1,0,1360,1989,2,741.1683333333334,0,1,0
13809,2,0,1,1,835,1969,3,5771.517916666667,0,1,0
13820,1,0,1,0,325,1920,2,1772.9325,0,1,0
13831,1,3,0,0,5578,2003,2,1546.8999999999999,0,1,1
13842,1,2,1,0,4092,1997,4,1694.3325000000002,0,1,1
13853,3,0,1,0,3081,1893,2,2191.8091666666664,0,1,0
13864,1,2,1,0,634,1869,3,1201.1458333333333,0,1,0
13875,1,1,1,1,1929,2012,3,6168.684583333333,0,1,0
13886,1,3,0,0,2238,2009,1,2830.847916666667,0,0,0
13898,1,0,1,0,2026,2005,3,6401.595833333333,0,1,0
13909,3,3,1,0,3867,1999,2,1243.3341666666668,0,1,0
13920,3,0,0,0,2988,2001,4,32.22454583333333,0,1,1
13931,1,3,1,0,4916,2004,4,1751.3345833333333,0,1,0
13942,1,0,1,0,1747,1999,3,5822.263333333333,0,1,0
13953,4,3,0,0,3408,1966,0,5563.924166666667,0,1,1
13964,3,2,1,0,3374,1998,3,2390.6179166666666,0,1,0
13975,2,3,1,0,417,1998,2,1649.8866666666665,0,1,0
13986,1,1,1,0,632,1976,4,387.0608333333333,0,1,0
13997,2,3,0,0,4921,1998,3,2762.3058333333333,0,0,0
14009,1,3,1,0,1504,1957,4,1086.3354166666666,0,1,0
14020,1,1,1,0,1588,2012,3,5537.549583333333,0,0,0
14031,1,3,1,0,2577,1984,1,3292.7520833333333,0,1,0
14042,1,0,0,0,2259,1996,4,2950.3129166666663,0,1,1
14053,2,2,0,1,844,2008,4,4787.812916666667,0,1,1
14064,1,0,1,0,405,2012,2,3212.3120833333337,0,1,0
14075,0,3,0,0,1414,1856,2,3922.5416666666665,0,1,1
14086,1,3,0,0,23890,1845,3,6478.842916666667,0,0,0
14097,3,2,1,0,1023,1977,4,59.91625,0,1,0
14108,2,0,0,0,1264,2004,4,1551.6920833333334,0,1,1
14120,2,3,0,0,3059,1967,4,2537.10125,0,1,0
14131,1,0,1,1,1252,1999,4,1637.3541666666667,0,1,0
14142,1,3,1,0,598,1999,2,4750.452916666666,0,1,0
14153,1,0,0,0,5456,2010,3,1015.4237499999999,0,1,0
14164,1,3,1,0,1976,1962,1,11484.482916666668,0,1,0
14175,4,3,0,0,1433,1997,4,2765.6445833333332,0,1,1
14186,1,2,1,0,3763,2001,1,2418.4733333333334,0,1,0
14197,1,3,0,0,2067,2010,4,784.7129166666667,0,1,1
14208,1,0,1,0,2985,2008,3,3556.224583333333,0,1,0
14219,2,1,1,0,930,1855,4,1541.3225,0,1,0
14231,1,2,1,0,1801,1975,3,4157.519583333334,0,1,0
14242,2,2,1,0,2720,1886,3,4440.107083333333,0,1,0
14253,3,0,0,0,1479,1863,1,1075.1329166666667,0,1,0
14264,1,0,1,0,2545,1999,3,4689.86625,0,1,0
14275,1,2,1,0,273,1959,4,663.4404166666667,0,1,1
14286,2,3,1,0,1925,1998,4,915.8145833333333,0,1,0
14297,1,0,1,0,1016,1991,3,3894.0158333333334,0,1,0
14308,2,0,0,0,2602,1945,3,4210.284583333333,0,1,0
14319,1,3,1,0,1551,2002,0,2844.3275,0,1,0
14330,3,1,0,0,2095,1987,4,1792.6370833333333,0,1,1
14342,1,1,1,0,4226,2004,1,3994.206666666667,0,1,0
14353,1,3,0,0,1853,1926,2,5998.727916666667,0,0,1
14364,1,0,1,0,3180,1987,3,2262.0375,0,1,0
14375,1,0,0,0,3504,2000,3,693.38125,0,1,0
14386,1,0,1,0,1442,2007,3,3537.4666666666667,0,1,0
14397,1,3,1,0,2895,2006,3,1301.9675,0,1,0
14408,1,3,1,0,1278,2008,4,4208.83,0,1,0
14419,1,1,0,1,3026,2001,3,3919.2358333333336,0,1,0
14430,1,2,1,0,633,2009,2,3724.7708333333335,0,1,1
14441,1,0,1,0,2581,1974,1,4127.692916666667,0,1,0
14454,0,1,0,0,3039,1964,4,939.3325,0,1,1
14465,2,0,1,0,349,2003,4,1726.7245833333334,0,1,1
14476,1,0,0,0,2431,1954,4,2839.2395833333335,0,1,1
14487,1,3,0,0,2673,1817,1,3157.49625,0,1,0
14498,1,3,0,0,1628,1847,1,5848.605,0,1,0
14509,2,3,1,0,2720,1996,2,2664.367083333333,0,1,0
14520,1,3,1,0,5887,1878,3,2848.7479166666667,0,1,0
14531,1,0,0,0,1390,1869,1,2384.2991666666667,0,1,0
14542,1,3,0,0,2103,1889,3,2116.5695833333334,0,1,0
14553,1,0,1,0,1509,1997,3,1649.86125,0,1,0
14565,1,3,1,0,2353,1997,1,2933.4583333333335,0,1,0
14576,2,3,1,0,4936,1994,4,1403.2758333333334,0,1,0
14587,2,0,1,0,4793,2009,3,1619.2441666666666,0,1,0
14598,1,0,0,0,2327,1969,3,1682.17875,0,1,0
14609,1,3,1,0,1011,2001,4,1421.3266666666666,0,1,0
14620,1,0,1,0,2866,2008,1,3473.9654166666664,0,1,0
14631,3,2,1,1,120,2012,2,1878.2970833333331,0,1,0
14642,2,0,1,1,3097,1876,2,4009.9137499999997,0,1,0
14653,2,3,0,0,3866,2006,4,798.34375,0,1,0
14664,2,1,0,0,4287,2007,2,7633.381249999999,0,1,0
14676,2,3,1,1,255,2001,4,5323.8341666666665,0,1,0
14687,1,3,1,0,3334,1987,3,4504.35625,0,0,0
14698,1,0,0,0,205,2007,4,3155.1241666666665,0,1,1
14709,1,0,0,0,1316,2006,3,5.312954166666667,0,1,0
14720,1,0,0,1,2378,2006,2,2475.4804166666668,0,1,1
14731,1,0,1,0,3735,2013,4,1893.1408333333331,0,1,0
14742,1,3,0,0,594,2000,1,3645.1337500000004,0,1,0
14753,1,3,1,0,3490,2010,3,5658.309166666667,0,1,0
14764,1,2,1,0,2115,1873,3,2278.6875,0,1,0
14775,1,0,1,0,180697,1904,3,7.9845875,0,1,0
14787,1,3,0,1,3673,2013,3,2854.6045833333333,0,1,0
14798,1,0,1,0,2676,1995,2,3048.1229166666667,0,1,0
14809,3,3,1,0,7999,1996,2,4169.934166666667,0,0,0
14820,1,0,0,0,1546,1983,4,1934.9179166666665,0,1,1
14831,2,0,0,1,1539,1977,1,4415.78625,0,1,0
14842,1,0,1,0,352,2004,3,3552.224583333333,0,1,0
14853,1,2,0,0,98,1939,1,3.2784291666666667,0,1,0
14864,0,0,1,0,4868,2001,2,2021.9191666666666,0,1,0
14875,1,3,0,0,531,1961,3,2143.0579166666666,0,1,0
14886,1,0,0,0,334,1947,3,13.508895833333334,0,1,0
14898,1,3,1,0,188650,1977,3,2699.4795833333333,0,1,0
14909,2,1,0,0,822,1947,4,1546.7408333333333,0,1,0
14920,1,3,0,0,543,1990,2,1105.2291666666667,0,1,1
14931,1,3,0,0,4460,2005,1,1863.055833333333,0,1,0
14942,1,3,1,0,885,1904,0,2189.547916666667,0,1,0
14953,1,0,1,0,3524,2002,4,4876.828333333334,0,1,0
14964,1,0,0,0,1169,1997,4,1411.2491666666667,0,1,1
14975,5,0,1,0,275,2000,3,6.138750000000001,0,1,0
14986,1,3,0,0,2446,2006,2,4.247083333333333,0,1,1
14997,3,0,1,0,555,1982,3,10387.13,0,1,0
15009,1,0,0,0,3994,1955,4,3419.2508333333335,0,0,1
15020,1,3,0,0,2309,2007,4,805.6170833333334,0,1,1
15031,1,2,1,1,594,2002,1,560.8279166666667,0,1,0
15042,1,0,1,0,1871,2009,1,7599.784583333333,0,1,0
15053,1,0,0,1,1367,2011,3,7273.01125,0,1,0
15064,1,0,1,0,4379,2004,4,750.3683333333333,0,1,0
15075,3,0,1,0,707,1987,3,3952.9125,0,1,0
15086,1,3,0,0,638,1871,4,5352.95125,0,1,1
15097,2,1,1,0,1280,1994,4,1149.6312500000001,0,1,0
15108,5,0,0,0,1380,2008,4,1731.6008333333332,0,1,1
15120,5,0,1,0,3528,2002,2,1506.27625,0,1,0
15131,1,3,0,1,2236,1855,4,3760.8025,0,1,1
15142,1,3,0,0,1503,2009,1,1411.555833333333,0,1,0
15153,3,3,1,0,1503,2001,0,4847.74875,0,0,0
15164,1,3,0,0,488,1997,3,3633.3566666666666,0,1,0
15175,1,2,0,0,2871,1880,1,2179.71,0,0,0
15186,1,3,1,0,1154,1987,1,4917.995416666667,0,1,0
15197,1,0,0,0,2432,2001,4,12171.107916666668,0,0,1
15208,2,0,0,0,3645,1970,2,2889.24875,0,1,0
15219,5,0,1,0,1418,1868,3,2856.7045833333336,0,1,0
15231,1,0,0,0,1383,1980,3,4881.50875,0,1,0
15242,1,2,1,0,1051,1880,4,4913.3975,0,0,1
15253,1,0,0,0,2296,1997,2,6401.703333333334,0,1,1
15264,1,3,1,0,420,2013,2,3202.710416666667,0,1,0
15275,1,0,1,0,3685,1981,3,4757.792083333333,0,1,0
15286,3,3,0,0,268,1985,3,3069.615,0,1,0
15297,1,0,0,0,448,1836,3,4364.485416666666,0,0,0
15308,5,0,0,0,4098,1992,4,4811.8516666666665,0,1,1
15319,3,0,1,0,2888,1836,3,1426.8770833333335,0,1,0
15330,3,3,1,0,914,1858,3,2531.65125,0,1,0
15342,4,3,1,0,189,2013,1,10.662916666666666,0,1,0
15353,1,3,1,0,1820,1970,1,4195.258333333333,0,1,0
15364,3,1,0,1,566,1855,3,2835.424166666666,0,1,0
15375,1,0,0,0,52,2007,4,7039.544583333333,0,1,1
15386,1,2,1,0,1647,2010,2,1705.2145833333334,0,1,1
15397,1,2,0,0,3863,2007,4,3.0952125,0,1,1
15408,1,0,1,0,1614,2000,3,4429.6954166666665,0,1,0
15419,1,3,1,0,1042,1979,2,1325.0766666666666,0,1,0
15430,1,0,0,0,130,2001,4,9.6014875,0,1,1
15441,1,3,1,0,2899,1968,2,1034.8575,0,1,0
15453,1,0,1,0,289,1909,2,2798.4229166666664,0,1,0
15464,1,0,0,0,1416,1962,2,2061.7404166666665,0,1,1
15475,1,3,0,0,497,2008,3,5175.4991666666665,0,1,0
15486,1,2,1,0,4722,2006,1,3796.9874999999997,0,1,0
15497,2,0,1,0,3311,1989,4,299.4791666666667,0,1,0
15508,1,3,1,0,945,2010,4,3166.3525000000004,0,1,0
15519,2,0,1,0,3034,1995,4,2468.4958333333334,0,1,0
15530,1,3,0,1,126,2013,4,6816.3029166666665,0,1,1
15541,3,3,1,0,127274,1997,0,1402.67875,0,1,0
15552,1,0,1,0,16808,2002,3,4157.69,0,1,0
15565,1,2,1,0,171,2005,4,2012.5729166666667,0,1,1
15576,3,1,0,0,253772,1838,2,4308.104583333333,0,1,1
15587,1,0,0,0,439,1874,1,3145.127916666667,0,1,0
15598,1,0,0,0,1822,1983,2,4016.605833333333,0,1,1
15609,1,2,1,1,1411,2009,4,3129.4737499999997,0,1,1
15620,1,0,1,0,1687,1992,2,3529.9016666666666,0,0,0
15631,3,3,1,0,2052,2001,3,5303.331666666667,0,0,0
15642,1,3,1,0,4912,1947,1,7097.1875,0,1,0
15653,1,0,0,0,1823,2006,3,2825.197083333333,0,1,0
15664,1,2,0,0,503,2005,1,5603.387916666667,0,1,0
15676,1,0,0,0,1986,1998,2,4391.962916666666,0,1,1
15687,1,2,0,1,4164,1986,4,2798.5454166666664,0,1,1
15698,1,2,0,0,270,2012,1,767.0041666666666,0,1,0
15709,1,2,1,0,6513,2006,2,29.33583333333333,0,1,1
15720,3,2,0,0,589,1885,2,2232.1662499999998,0,1,1
15731,1,3,0,0,2686,2000,1,9750.504583333333,0,1,0
15742,2,2,1,0,5430,1867,3,625.2229166666667,0,1,0
15753,2,0,1,1,2481,2010,3,5861.717916666667,0,1,0
15764,1,0,0,0,839,1975,2,1966.2833333333335,0,1,1
15775,1,2,0,0,2259,1998,1,4783.70625,0,1,0
15787,1,3,0,0,185,1997,2,5107.525833333333,0,1,1
15798,1,0,1,0,700,1992,1,38.5929375,0,1,0
15809,1,3,1,0,1076,2011,4,1392.2183333333332,0,1,0
15820,2,1,0,1,723,2001,3,1920.1620833333334,0,1,0
15831,1,3,1,0,1814,2000,2,1297.4641666666666,0,1,0
15842,1,0,0,1,690,2011,1,15.003195833333335,0,1,0
15853,1,3,1,0,3083,2005,1,3342.675416666667,0,1,0
15864,2,2,1,0,3416,2001,3,3045.5016666666666,0,1,0
15875,2,2,1,0,800,1999,2,1890.9833333333333,0,1,1
15886,1,2,1,0,970,2000,1,10292.051666666666,0,1,0
15898,1,0,1,0,80778,1998,2,936.5075,0,1,0
15909,1,3,0,0,1791,2003,4,3365.273333333333,0,1,1
15920,1,2,1,0,2763,1968,2,1807.8254166666666,0,1,1
15931,1,3,1,0,1284,1985,3,4761.809166666667,0,1,0
15942,1,1,0,0,962,1993,4,5654.195,0,1,1
15953,4,3,1,1,5854,2013,4,3534.3375,0,1,0
15964,1,2,0,0,4597,1939,1,2918.9029166666664,0,1,0
15975,1,0,1,0,3710,2006,4,8355.297083333333,0,1,0
15986,1,2,0,0,2284,1998,4,4063.535416666667,0,1,1
15997,5,3,1,1,2139,1861,4,8043.694583333334,0,1,0
16009,1,3,1,0,153,2011,1,6225.264999999999,0,0,0
16020,1,0,0,0,1871,1965,4,4523.541666666667,0,1,1
16031,4,2,1,0,2477,2010,4,3064.26375,0,1,0
16042,1,3,1,0,2372,2012,1,2595.1041666666665,0,0,0
16053,1,3,0,0,3130,1994,1,87.52416666666666,0,1,0
16064,3,3,1,0,4703,2001,2,487.8933333333334,0,1,0
16075,1,2,0,1,4241,1988,2,3566.735,0,1,1
16086,1,3,0,1,2187,2008,4,2257.3325,0,1,1
16097,1,2,1,0,1164,1968,2,7896.596666666667,0,1,1
16108,1,2,1,0,873,2011,1,4542.77375,0,1,0
16120,2,0,1,0,80,2003,4,2490.284166666667,0,1,0
16131,1,2,1,0,1329,1959,3,11155.253750000002,0,1,0
16142,1,3,1,0,3688,2005,2,4032.8195833333334,0,1,0
16153,1,3,1,0,15383,2004,4,3439.192916666667,0,1,0
16164,1,2,0,0,1528,1919,3,2489.7966666666666,0,1,0
16175,1,0,1,0,1780,1980,2,2501.5075,0,1,0
16186,1,0,1,0,4135,2001,2,1766.6879166666668,0,0,0
16197,2,0,1,0,1563,2007,2,12.798554166666667,0,1,1
16208,1,2,0,0,1748,2012,2,5047.0529166666665,0,1,1
16219,3,0,1,0,3761,2006,3,3797.1675,0,1,0
16231,1,0,0,0,1896,1911,2,278.77791666666667,0,1,1
16242,2,1,1,0,1002,1976,3,881.3029166666666,0,1,0
16253,2,2,0,0,3788,1980,3,1215.13875,0,1,0
16264,1,0,1,0,4992,1977,1,2631.50125,0,1,0
16275,1,0,0,0,3115,1998,3,3635.4375,0,1,0
16286,1,0,1,0,2648,1999,2,4786.612083333333,0,1,0
16297,1,0,0,1,32625,2004,1,3495.575833333334,0,1,0
16308,1,3,0,0,2052,1941,1,4785.950833333333,0,1,0
16319,1,0,1,0,632,2007,3,569.0470833333333,0,1,0
16330,1,0,1,0,28060,1878,4,3731.0954166666666,0,1,0
16342,3,2,1,0,804,1985,4,134.44083333333333,0,1,0
16353,1,0,1,0,498,1999,3,2976.4325000000003,0,1,0
16364,1,0,1,0,6369,1972,3,220.81416666666667,0,1,0
16375,1,3,0,1,4274,1904,2,1740.5958333333335,0,1,1
16386,2,0,0,0,1036,1985,4,36.351058333333334,0,1,0
16397,1,1,0,0,1001,2007,3,7.420112499999999,0,1,0
16408,1,3,1,0,3690,2006,1,2841.7545833333334,0,0,0
16419,3,0,0,0,250,1998,2,438.88916666666665,0,1,1
16430,1,3,0,0,789,1975,1,6990.638333333333,0,1,0
16441,3,1,1,0,2721,1997,4,148.48541666666668,0,0,0
16453,1,0,1,1,239,1999,1,1175.69125,0,1,0
16464,2,3,1,0,1306,2006,4,1528.6595833333333,0,1,0
16475,1,0,0,0,774,1994,4,8700.218333333332,0,1,1
16486,2,1,1,0,198,1947,2,3688.8216666666667,0,1,0
16497,1,0,1,0,1481,2005,1,7430.31,0,1,0
16508,1,0,1,0,3518,2002,4,1780.825,0,1,0
16519,1,0,1,0,3183,1979,1,2367.58875,0,0,0
16530,3,3,1,0,3275,1996,3,2649.5958333333333,0,1,0
16541,1,0,1,0,2663,1885,2,6979.572499999999,0,0,0
16552,1,3,1,0,2016,2000,3,1906.18,0,1,0
16564,1,0,1,0,52,2000,1,4901.828333333334,0,1,0
16575,1,3,1,0,5303,1946,4,6241.447916666667,0,1,0
16586,1,3,0,0,2482,2001,3,2315.532083333333,0,0,0
16597,1,3,0,0,1829,1838,3,4.069725,0,1,0
16608,1,2,1,0,2474,2011,3,3817.807083333333,0,1,0
16619,3,2,0,0,82004,1836,4,3046.4058333333337,0,1,1
16630,5,2,0,0,248,1960,3,4135.6225,0,1,0
16641,2,3,0,0,1767,1989,3,5509.75,0,1,0
16652,1,0,0,0,3518,1873,3,5295.1875,0,1,0
16663,1,3,1,0,2950,1868,2,5207.274166666667,0,0,0
16676,2,0,1,1,1887,2008,3,4462.3875,0,1,0
16687,1,3,0,0,1552,2001,2,1942.0491666666667,0,1,1
16698,1,3,1,0,2583,2007,1,1675.40625,0,0,0
16709,1,0,1,1,2672,1897,4,4468.850416666667,0,1,0
16720,1,0,1,0,5226,1958,2,887.1770833333334,0,1,0
16731,1,0,1,0,1419,1855,2,498.77500000000003,0,1,0
16742,1,0,1,0,1838,2009,4,4535.912916666667,0,1,0
16753,3,3,1,0,4104,1999,4,5057.697916666667,0,1,0
16764,1,1,0,0,5180,2006,3,4560.3,0,1,0
16775,1,0,1,0,2798,2004,1,1991.4083333333335,0,1,0
16787,1,0,1,0,547,2001,2,5627.499583333333,0,1,0
16798,1,3,1,0,414,1999,2,3595.352083333333,0,1,0
16809,1,0,0,0,911,1881,2,5378.627083333334,0,1,1
16820,1,2,0,0,3764,1975,4,8872.405,0,1,1
16831,1,3,1,0,1193,1997,2,9254.087083333334,0,1,0
16842,5,1,1,0,854,1996,3,3614.0145833333336,0,1,0
16853,1,3,0,0,2185,1997,2,3090.12625,0,1,1
16864,1,3,0,0,2537,1963,4,6521.434583333333,0,0,1
16875,1,3,0,1,2085,1946,2,11.825000000000001,0,1,1
16886,1,2,0,0,1141,2000,4,11.810695833333334,0,1,1
16898,1,3,1,0,2454,2007,3,11694.21375,0,1,0
16909,1,0,0,0,2036,1998,4,5.8675,0,1,1
16920,1,0,1,0,2952,2007,4,2481.4874999999997,0,1,0
16931,2,1,1,0,731,2005,4,1221.24875,0,1,0
16942,1,1,1,0,5502,1977,2,1539.4691666666668,0,1,0
16953,1,0,0,0,581,1994,4,6992.556666666666,0,1,1
16964,1,3,0,0,2049,1997,2,30.063641666666665,0,1,1
16975,1,3,1,0,3662,1986,3,2465.5816666666665,0,1,0
16986,1,0,0,0,1215,1984,2,27.22832083333333,0,1,1
16997,2,1,1,1,3723,1998,4,2117.1725,0,1,0
17009,1,3,1,0,3465,2012,2,5812.180416666666,0,1,0
17020,1,0,1,0,574,1999,3,4230.897083333333,0,1,0
17031,1,2,1,1,2178,1818,4,5913.7925,0,1,1
17042,1,3,1,0,4365,1838,1,6189.28125,0,1,0
17053,2,3,1,0,1101,1850,4,8848.81625,0,1,0
17064,1,0,0,0,2975,2012,2,4733.729583333333,0,1,1
17075,2,3,0,0,4647,1899,2,1443.3187500000001,0,1,0
17086,3,3,1,0,4300,2007,2,4119.6575,0,1,0
17097,1,3,0,0,1316,2001,3,6824.580416666667,0,0,0
17108,3,0,1,0,1807,2009,2,33.266666666666666,0,1,0
17120,1,3,1,0,3631,2002,4,1611.68,0,1,0
17131,1,3,1,0,3460,1898,2,2673.2908333333335,0,1,0
17142,1,0,1,0,639,1989,2,23.3396625,0,1,0
17153,1,1,1,0,120,1868,2,938.2695833333333,0,1,0
17164,1,2,1,0,971,1920,1,3264.5941666666663,0,1,0
17175,1,2,1,0,1832,2005,3,35.5638,0,1,0
17186,1,0,1,0,895,1925,4,3718.040833333333,0,1,0
17197,1,3,1,0,2415,1990,2,2835.355,0,1,0
17208,1,2,1,0,3490,2005,3,2355.0179166666667,0,1,0
17210,1,1,1,0,1822,2004,2,99.17416666666666,0,1,0
17212,1,2,1,0,5223,1997,3,3302.6299999999997,0,1,0
17213,3,0,1,0,1928,1983,3,2859.79125,0,1,0
17214,1,3,0,0,716,2004,1,11582.688333333334,0,1,0
17215,0,1,0,0,3449,2009,2,5445.899166666667,0,0,1
17216,2,0,1,0,526,2014,2,2429.2312500000003,0,1,0
17217,3,0,1,0,721,2014,2,10952.19625,0,1,0
17218,1,3,1,0,1896,1995,2,2175.80125,0,0,0
17219,2,0,0,0,2171,1998,1,3836.528333333333,0,1,0
17220,1,3,1,0,4777,1998,0,321.37791666666664,0,1,0
17221,1,0,1,0,2397,1855,1,3868.0812499999997,0,1,0
17223,3,3,1,0,429,1993,4,682.36,0,1,0
17224,1,3,1,0,1236,2001,1,3770.39625,0,1,0
17225,1,0,0,1,2928,1957,3,1867.9666666666665,0,1,0
17226,1,0,1,0,1581,1962,4,3599.18125,0,1,0
17227,1,0,1,0,1460,1998,3,1168.9775,0,1,0
17228,1,0,0,0,87,1995,2,1550.9745833333334,0,1,1
17229,1,3,0,0,2857,1995,4,5516.7575,0,1,1
17230,1,3,1,0,1574,2004,1,6268.890833333334,0,1,0
17231,1,3,1,0,2604,1994,3,1518.4816666666666,0,0,0
17232,2,1,1,0,1505,2005,2,1201.885,0,1,0
17234,1,3,0,0,2577,1988,3,4528.008333333333,0,1,0
17235,1,0,1,0,2528,1885,3,2249.3441666666668,0,1,0
17236,1,3,0,0,2325,1865,4,2828.7370833333334,0,1,1
17237,1,3,0,0,2674,1886,1,717.8475,0,1,0
17238,2,3,1,0,2793,1998,2,3555.4391666666666,0,1,0
17239,1,0,0,0,1897,1997,3,1851.98625,0,1,0
17240,0,3,1,0,1011,2013,2,2100.75375,0,1,0
17241,1,3,1,0,4041,2006,4,2356.0279166666664,0,1,0
17242,1,0,1,1,746,1936,3,3842.1324999999997,0,1,0
17243,5,2,1,0,3205,2011,4,1663.8854166666667,0,1,0
17245,1,0,1,0,320,2005,4,1259.0987499999999,0,1,0
17246,1,3,0,0,2527,1998,3,2193.5020833333333,0,1,0
17247,2,2,1,0,1156,2008,3,1263.2208333333333,0,1,0
17248,1,0,1,0,1236,1925,4,2696.15125,0,1,0
17249,1,3,1,0,2708,1950,2,6300.285833333332,0,1,0
17250,1,2,0,0,909,2000,1,2550.80875,0,1,0
17251,1,2,0,0,2221,2005,1,1976.3383333333334,0,1,0
17252,1,0,0,0,1808,2007,3,4900.0841666666665,0,1,0
17253,1,0,1,0,1753,1997,2,147.58791666666667,0,1,0
17254,3,3,1,0,5203,1998,2,891.2454166666666,0,1,0
17256,1,2,0,1,3806,1998,1,3103.955,0,1,0
17257,1,3,1,0,898,1996,3,971.86,0,1,0
17258,0,0,1,0,86610,1990,2,2107.95125,0,1,0
17259,1,2,1,0,969,1855,4,30.754904166666666,0,1,1
17260,3,3,0,0,1303,2010,1,1775.3416666666665,0,1,0
17261,1,3,1,0,3060,1997,4,5982.875,0,0,0
17262,1,3,0,0,444,2015,0,2791.9462500000004,0,1,1
17263,1,0,0,0,2106,2003,2,4627.46625,0,1,1
17264,1,2,1,0,23573,2005,3,32.21277083333333,0,1,1
17265,1,2,1,0,21708,2008,3,4813.68875,0,1,1
17268,3,2,1,0,732,1990,1,4254.184583333333,0,0,0
17269,1,3,0,0,2431,1998,1,5594.559583333333,0,1,1
17270,5,3,0,0,938,2005,3,5653.812083333333,0,1,1
17271,1,3,1,1,15420,1892,3,5013.735833333333,0,1,0
17272,1,3,0,0,20932,1940,3,3638.4529166666666,0,0,1
17273,1,0,1,0,2300,2006,4,3932.787083333333,0,1,0
17274,1,0,1,0,1999,2000,3,28.852654166666667,0,1,0
17275,1,0,1,0,363,2006,2,3899.728333333333,0,1,0
17276,1,2,0,0,3090,2005,1,5692.995833333333,0,1,1
17277,1,3,1,0,19,2008,3,485.33375,0,1,0
17279,1,0,1,0,514,2004,2,1690.9970833333334,0,1,0
17280,0,0,0,0,1971,2007,3,6021.328750000001,0,0,1
17281,1,0,0,0,3174,2005,2,10994.88375,0,1,1
17282,1,3,0,0,2041,1864,3,1869.3654166666665,0,1,1
17283,1,0,0,0,4001,1989,3,4722.264583333334,0,0,1
17284,0,3,1,0,1854,1990,4,3981.1366666666668,0,1,0
17285,1,3,1,0,3591,1977,3,2238.9883333333332,0,1,0
17286,1,0,1,0,1161,1995,0,3779.2454166666666,0,1,0
17287,1,0,1,0,4339,2003,2,3513.1949999999997,0,1,0
17288,1,3,0,0,4950,2013,2,5.1732708333333335,0,1,1
17290,1,0,0,0,3387,1991,3,1390.4379166666668,0,1,1
17291,1,0,1,0,1441,2012,4,2308.0412499999998,0,1,0
17292,1,0,1,0,5106,1995,4,5239.587500000001,0,1,0
17293,1,3,0,0,4551,2009,4,3293.9654166666664,0,1,1
17294,1,3,0,0,1373,2013,1,4015.3970833333333,0,1,1
17295,1,0,1,0,2332,2001,2,5176.480416666666,0,1,0
17296,2,0,1,0,43,1980,3,1793.6916666666666,0,1,0
17297,1,2,0,0,2340,2006,2,4450.787083333334,0,0,1
17298,3,3,1,0,3330,2001,3,1848.0737499999998,0,0,0
17299,3,2,0,0,1646,1911,2,3.5806958333333334,0,1,1
17301,1,2,0,0,3227,1845,2,38.91566666666667,0,1,1
17302,1,3,1,0,1914,1922,2,3833.6433333333334,0,1,0
17303,1,1,0,0,3520,1889,1,2149.8566666666666,0,1,1
17304,3,3,1,0,526,2014,3,1804.1904166666666,0,1,0
17305,1,0,1,0,502,1970,3,5769.058333333333,0,1,0
17306,1,0,0,0,1702,2003,4,652.8466666666667,0,1,1
17307,1,0,0,0,4083,2006,4,784.1374999999999,0,1,1
17308,1,3,1,0,2688,1976,2,641.22625,0,1,0
17309,3,0,1,0,2944,2008,3,2204.645,0,1,0
17310,3,3,1,0,2943,1992,4,493.8433333333333,0,1,0
17312,3,1,1,0,1313,2007,3,4441.02625,0,1,0
17313,1,1,0,0,2662,1911,2,32.260820833333334,0,1,1
17314,1,3,0,0,736,1994,3,629.50625,0,1,1
17315,0,1,0,0,2669,2001,3,3201.652083333333,0,1,1
17316,1,0,1,0,2707,1990,2,3199.1787499999996,0,1,0
17317,1,3,1,0,6755,1853,3,1256.14875,0,1,0
17318,1,3,0,0,3898,2011,2,4326.817916666667,0,0,1
17319,1,0,1,0,811,2000,1,6479.797500000001,0,1,0
17320,1,3,0,0,6084,1997,3,4533.59375,0,1,1
17321,3,3,1,0,4241,1993,3,8156.462083333333,0,0,0
17323,1,0,1,0,2900,1969,2,2479.7654166666666,0,1,0
17324,5,3,0,0,2486,2000,4,2415.7608333333333,0,1,1
